id,nama_task,durasi_rencana_hari,panjang_deskripsi_kata,jumlah_tag,prioritas_tinggi,adalah_bug,sedang_blocked,jumlah_komentar,beban_kerja_assignee,bulan_dibuat,tim,peran_assignee,status_proyek,terlambat,estimasi_keterlambatan_hari
94a47728-45de-4f34-847c-a547f0417701,Auth Service - Optimize - edge cases,61.0,28,2,0,0,0,0,2,12,Team 18,Designer,active,0,0.0
005b4fa2-37ef-47cf-93f1-52e98419b17b,Auth Service - Implement - edge cases,10.0,12,4,0,0,1,0,3,12,Team 18,Product Manager,active,1,4.0
c826df5d-1057-427a-bedf-916f9cb3c6d3,Notification Service - Fix - error handling,18.0,0,0,0,0,0,3,1,1,Team 18,Engineer,active,0,0.0
ffccde8e-8625-44e4-b1c6-ad5336bacb95,API Gateway - Fix - logging pipeline,5.0,16,0,0,0,0,2,1,1,Team 18,Engineer,active,0,0.0
c3641085-f899-4847-8a9c-68e137dc1427,API Gateway - Refactor - error handling,56.0,4,0,0,0,0,4,3,1,Team 18,Ops,active,0,0.0
7f1d0480-0067-45a1-b2eb-d18176407558,Auth Service - Refactor - logging pipeline,49.0,7,2,0,0,0,2,2,12,Team 18,Engineer,active,0,0.0
6361d5f6-bcea-4596-94cf-6d0216d3858a,Search Index - Refactor - edge cases,20.0,10,3,0,0,0,0,0,12,Team 18,Ops,active,0,0.0
b192a10b-7bb9-4943-a845-4453f4de9cd0,UI Layer - Extend - pagination support,5.0,22,1,0,0,1,1,0,2,Team 18,Product Manager,active,0,0.0
ea042cc7-e0ba-44be-a24a-493f4bd764e7,UI Layer - Extend - edge cases,25.0,24,2,0,0,0,2,2,2,Team 18,Designer,active,0,0.0
f2d275ae-85c0-46c2-b888-9f4ae9376403,UI Layer - Optimize - edge cases,14.0,12,0,0,0,0,4,1,2,Team 18,Marketer,active,0,0.0
22b65512-f740-43db-8ab0-f5152a21374f,UI Layer - Extend - error handling,34.0,0,0,0,0,0,1,0,12,Team 18,Spesialis Lainnya,active,0,0.0
2bf74bbf-ae14-4944-8bb0-0eb8a93dddb5,Q4 Growth - Landing Page,12.0,6,0,0,0,0,0,1,5,Team 0,Designer,on_hold,0,0.0
cf999761-347e-44ca-8ad7-5193ebc1040e,SEO Optimization - Email Sequence,2.0,0,0,0,0,0,0,1,5,Team 0,Marketer,on_hold,1,2.0
a758d97a-bb6d-4315-aab7-2af65a68bc17,Q4 Growth - Landing Page,67.0,0,0,0,0,0,1,1,5,Team 0,Product Manager,on_hold,0,0.0
5bcdeac1-2700-45a8-817f-63e93da5ac0f,Retention Push - Landing Page,12.0,0,1,0,0,0,2,1,5,Team 0,Engineer,on_hold,0,0.0
4448747c-acd9-4ecc-acec-3536e50c704d,Email Nurture - Email Sequence,55.0,27,0,0,0,0,0,1,6,Team 0,Product Manager,on_hold,0,0.0
dc7ed84f-3377-43af-b26a-2bb3f710022d,Q4 Growth - Ad Copy,7.0,29,1,0,0,0,1,2,6,Team 0,Product Manager,on_hold,0,0.0
6fcd1175-b181-48df-8a17-a81d0784727f,Email Nurture - Landing Page,49.0,26,1,0,0,0,0,0,6,Team 0,Spesialis Lainnya,on_hold,0,0.0
dfe4e288-5091-463f-80c0-5db2e9cad8c9,Retention Push - Landing Page,79.0,0,1,0,0,0,3,0,6,Team 0,Marketer,on_hold,0,0.0
e36c33ef-25ba-40ea-926c-20c6cb08a577,Q4 Growth - Ad Copy,7.0,0,3,0,0,0,0,1,6,Team 0,Engineer,on_hold,0,0.0
24d91410-21f6-49f6-815a-bc0a7734ceb3,Q4 Growth - Email Sequence,7.0,0,1,0,0,0,3,0,6,Team 0,Ops,on_hold,0,0.0
303ba50f-9a0f-442c-91f9-265cf13577df,Protect century remember though.,13.0,13,0,0,0,0,0,0,4,Team 4,Designer,active,0,0.0
845588d7-aa47-4ade-9def-6ccd1dc1c1c8,Suffer affect sport option toward.,28.0,13,1,0,0,0,0,0,4,Team 4,Product Manager,active,0,0.0
f4738305-d6d6-4305-95a5-d1c317eb2b32,Food report trial.,6.0,6,1,0,0,0,4,0,3,Team 4,Spesialis Lainnya,active,0,0.0
07d4c2fa-b08d-4392-bd01-31166c0c6fc7,Sister almost kid authority.,90.0,27,4,1,0,1,3,0,4,Team 4,Product Manager,active,0,0.0
9b371ef2-98ff-4d22-b8a2-550da7feed17,Question defense common agreement plan check.,3.0,3,3,0,0,0,1,0,3,Team 4,Ops,active,1,1.0
ffb06ea3-5a67-4a9c-b76b-e02ab654a3ff,Study try much themselves western lay.,15.0,5,1,0,0,0,1,0,4,Team 4,Engineer,active,0,0.0
42fd675e-5005-4d97-8eda-e35c22ecbbe7,See against create quickly control business.,85.0,15,2,0,0,0,0,0,3,Team 4,Marketer,active,0,0.0
bec7588a-8df8-4a8a-8d0f-badae8038ac7,Laugh method probably after but.,16.0,0,1,0,0,0,0,0,4,Team 4,Marketer,active,0,0.0
95ec9741-8e8c-4f63-92a2-3bcd51113fab,Accept and head.,-2.1447337962962965,12,3,0,0,1,4,0,3,Team 4,Spesialis Lainnya,active,1,8.1
f839a1ed-f0fc-4ec3-98eb-5b028140e4e4,Garden hear skill according tonight event.,22.0,5,2,0,0,0,3,0,4,Team 4,Marketer,active,0,0.0
e0b938fd-ecc9-40a6-9321-49dd721791bb,Work charge hot student.,50.0,24,1,0,0,0,0,0,4,Team 4,Marketer,active,0,0.0
21b5428a-af8d-46ac-8895-60751a78a97b,Simply win wind example anyone.,17.0,13,0,0,0,0,3,0,4,Team 4,Marketer,active,0,0.0
6b7488c4-4fca-4853-bb0a-e94a9eef0647,Particularly ever walk well.,7.0,17,0,0,0,0,4,0,3,Team 4,Marketer,active,0,0.0
d2d949c2-9869-4065-b473-5edb49da0ad7,Role indicate store product reach work.,29.0,29,0,0,0,0,3,1,4,Team 4,Designer,active,0,0.0
7858b4f3-00c6-499d-b57a-0f1154ca846f,Notification Service - Refactor - error handling,77.0,0,1,0,0,0,2,1,12,Team 8,Designer,active,0,0.0
b03d7ef2-5b53-4fbd-acfa-7026b7e5f0fe,Notification Service - Optimize - logging pipeline,28.0,27,2,0,0,0,0,0,10,Team 8,Engineer,active,0,0.0
d742a0fb-2f4c-44e9-9748-0b361da22b58,Search Index - Optimize - pagination support,2.0,25,4,0,0,0,3,1,10,Team 8,Marketer,active,0,0.0
b75e8aaf-5de2-4399-8bf8-66b1fda5fe39,Search Index - Refactor - logging pipeline,27.0,0,1,0,0,0,1,0,9,Team 8,Marketer,active,0,0.0
c59491cd-a682-451a-9c72-b2426e206815,Billing Module - Implement - pagination support,54.0,27,0,0,0,0,3,1,11,Team 8,Marketer,active,0,0.0
b6f7e911-afab-4aa0-b5ad-94cb2f5f5c05,Notification Service - Implement - performance bottleneck,14.0,3,0,0,0,0,2,1,9,Team 8,Designer,active,0,0.0
b0b46b0d-db14-45fe-9689-bdbc3bb6f38c,UI Layer - Fix - logging pipeline,10.0,3,4,0,0,0,0,0,11,Team 8,Marketer,active,0,0.0
243309ab-4626-4617-9713-23a13555913b,Auth Service - Extend - edge cases,67.0,26,2,1,1,0,0,2,11,Team 8,Designer,active,0,0.0
2dccb387-70d9-43eb-b107-708d6f42bf75,Billing Module - Extend - error handling,58.0,5,2,0,0,0,2,0,12,Team 8,Ops,active,0,0.0
bf2c2496-8306-4805-abed-14906350e1c8,Search Index - Extend - error handling,29.0,21,1,0,1,0,4,0,10,Team 8,Spesialis Lainnya,active,0,0.0
842ea1d3-d48e-4eed-bad0-6eef1fb3b729,Search Index - Refactor - logging pipeline,33.0,5,0,0,0,0,3,0,9,Team 8,Engineer,active,0,0.0
9ede05d5-e988-4578-ac34-19a2c44306b5,API Gateway - Extend - performance bottleneck,78.0,8,1,1,0,0,2,2,9,Team 8,Ops,active,0,0.0
916e17dd-e0f8-47f9-8053-cfac4608e68f,API Gateway - Refactor - logging pipeline,14.0,4,1,0,0,0,2,0,11,Team 8,Ops,active,0,0.0
d42a5337-ec23-4abd-a993-967612a22147,Billing Module - Implement - edge cases,3.0,27,2,0,0,0,4,2,11,Team 8,Designer,active,0,0.0
7c5d44ca-fe65-45f2-8193-bdd0d6f9a02e,Notification Service - Implement - edge cases,85.0,0,2,0,1,0,0,0,10,Team 8,Spesialis Lainnya,active,0,0.0
b7a819c1-cf18-418e-ace2-f2ae22328129,Search Index - Extend - error handling,4.0,7,1,0,1,0,3,1,10,Team 8,Product Manager,active,0,0.0
3aac74cc-29df-4dbb-9841-b15c858bfea9,UI Layer - Fix - logging pipeline,13.0,5,2,0,1,0,4,0,1,Team 14,Marketer,active,0,0.0
6be9af8a-e457-4d7a-b99f-af596b59ce7e,Notification Service - Refactor - performance bottleneck,54.0,0,1,0,0,0,0,0,2,Team 14,Designer,active,0,0.0
bda4df76-971c-45fe-82da-627ccdb75c54,Search Index - Refactor - edge cases,25.0,6,0,0,0,0,3,0,1,Team 14,Engineer,active,0,0.0
dac1a98d-4101-4596-aab7-445c36927554,Notification Service - Implement - error handling,20.0,4,1,0,1,0,0,0,1,Team 14,Marketer,active,0,0.0
893058fe-7857-432a-877b-dc145d82125a,API Gateway - Optimize - logging pipeline,15.0,8,1,0,0,0,0,0,1,Team 14,Designer,active,0,0.0
8c463690-977a-4388-8e13-a73dda3cebdb,API Gateway - Implement - pagination support,18.0,25,2,0,0,0,1,0,1,Team 14,Spesialis Lainnya,active,0,0.0
b73fced2-8cdc-498a-9a1e-7a79d46b2882,UI Layer - Fix - logging pipeline,28.0,9,2,1,0,1,0,0,2,Team 14,Spesialis Lainnya,active,0,0.0
34b3900b-bffa-4439-8e9e-ca164732c459,UI Layer - Refactor - edge cases,55.0,25,0,0,0,0,0,0,1,Team 14,Spesialis Lainnya,active,0,0.0
6d62a824-a166-4516-8620-6e5432e5a8ad,Auth Service - Fix - pagination support,23.0,0,3,0,0,1,0,0,2,Team 14,Designer,active,0,0.0
16e36321-5d25-4914-80ea-4ca43d131047,API Gateway - Refactor - error handling,59.0,24,1,0,0,0,0,0,1,Team 14,Ops,active,0,0.0
f49ad756-d0b0-4acf-a008-a01f25f8b2a9,API Gateway - Refactor - pagination support,37.0,28,1,0,0,0,3,0,1,Team 14,Product Manager,active,0,0.0
e1813053-1259-4229-9474-9a37cc85941d,UI Layer - Refactor - error handling,68.0,5,1,0,0,0,2,0,1,Team 14,Engineer,active,0,0.0
8f0f681e-3a2d-4584-93ec-17640c5e652c,Search Index - Extend - logging pipeline,3.0,4,0,0,0,0,1,0,1,Team 14,Marketer,active,0,0.0
ae4a5d04-efa2-4c83-99f2-4cbeb6b38686,Notification Service - Optimize - error handling,18.0,6,3,0,0,0,3,0,1,Team 14,Marketer,active,0,0.0
9445101c-5ae8-4be0-bb49-5a772603bfbb,Search Index - Refactor - error handling,8.0,4,4,0,0,0,0,0,1,Team 14,Spesialis Lainnya,active,1,1.0
7f06186f-a21e-42c3-94f5-a35388fb188d,Notification Service - Refactor - edge cases,72.0,28,1,0,0,0,0,0,1,Team 14,Designer,active,0,0.0
4059e962-0c0b-43e6-88c0-956cce176b8a,Search Index - Refactor - logging pipeline,17.0,26,1,0,0,0,2,0,8,Team 7,Spesialis Lainnya,active,0,0.0
a9fb04d6-a936-46bf-91f8-089b12284f96,Notification Service - Refactor - pagination support,21.0,0,0,0,0,0,0,0,9,Team 7,Marketer,active,0,0.0
d7ac8bf2-d2c8-4dcf-ac9f-c10717dc7944,API Gateway - Extend - logging pipeline,24.0,7,1,0,0,0,0,0,8,Team 7,Spesialis Lainnya,active,0,0.0
50aad4f2-b67a-4fe5-b01e-59eac445a6b8,Billing Module - Refactor - performance bottleneck,8.0,15,2,0,0,0,3,1,9,Team 7,Product Manager,active,1,2.0
1c5d41ce-c814-4c95-83ee-43e5c8235fef,Billing Module - Implement - performance bottleneck,4.0,30,0,0,0,0,0,2,8,Team 7,Engineer,active,0,0.0
592fdc13-9d76-472f-bae4-1d30ee6ceabf,Billing Module - Fix - error handling,6.0,11,0,0,0,0,3,4,8,Team 7,Ops,active,0,0.0
fde0167c-1987-4e36-8ba8-ed239087c6fc,API Gateway - Implement - error handling,32.0,6,4,0,0,0,0,0,9,Team 7,Ops,active,0,0.0
6555ba0c-f22a-42ca-888a-12b6051db528,Notification Service - Fix - performance bottleneck,30.0,12,1,0,0,0,0,2,8,Team 7,Designer,active,0,0.0
4d618e92-894b-49e0-9f86-7000c6112b8c,Auth Service - Optimize - logging pipeline,1.0,0,2,0,1,0,0,2,8,Team 7,Designer,active,1,1.0
72acd8a6-9fef-4aa7-bac8-3e108deb1e34,Billing Module - Refactor - pagination support,30.0,13,2,0,0,1,0,2,9,Team 7,Ops,active,0,0.0
23fd1235-b28c-414a-958a-3ab7576df2a8,Auth Service - Refactor - performance bottleneck,19.0,12,0,0,0,0,0,0,9,Team 7,Product Manager,active,0,0.0
08b4c064-463b-49f9-80b8-51cc00de65f1,Q4 Growth - Blog Post,4.0,6,2,0,0,0,0,0,1,Team 7,Ops,active,0,0.0
7a7a2e81-5f2f-4da2-82c3-ec653df4547d,Retention Push - Campaign Analytics,1.0,26,1,0,0,0,3,4,1,Team 7,Marketer,active,1,2.0
5b431362-85ce-420e-ac25-f4d1c7d48706,Q4 Growth - Ad Copy,64.0,0,1,0,0,1,4,1,12,Team 7,Marketer,active,0,0.0
51b9d8a7-73ca-4a02-ba03-57489926c7f0,SEO Optimization - Landing Page,8.0,30,1,0,0,0,4,2,1,Team 7,Designer,active,0,0.0
e6615f7e-bfa7-4959-82ba-21ab8d24a8a9,Email Nurture - Blog Post,4.0,0,0,0,0,0,1,2,12,Team 7,Ops,active,1,1.0
19616537-2ae3-4933-8aae-7ed6ab0db5ff,Retention Push - Email Sequence,11.0,6,3,0,0,0,0,1,12,Team 7,Designer,active,0,0.0
