id,name,description,project_id,section_id,assignee_id,parent_task_id,created_at,due_date,completed,completed_at
60f60243-b173-4234-97b1-9e549cb15bd2,JavaScript - Bundle - Code splitting,Implement code splitting for JavaScript bundles.,43b8311a-e5df-430b-bd81-d506d5095c70,57e4aefe-121c-4215-806e-d7ecb1aabf81,2dd2909c-bf44-48a6-9d5d-2a3134e432aa,,2024-11-20T09:30:00,2024-12-10,0,
62849701-996e-4fce-831a-103438dfcd8d,PWA - Add - Service worker,Add service worker for offline functionality.,43b8311a-e5df-430b-bd81-d506d5095c70,22df09e1-f5b1-417a-95b9-4d629f0b9728,133866d6-219d-4a0b-9b06-790911a11dae,,2024-11-22T10:00:00,2024-12-15,0,
8e37bcaf-703f-4d20-90b4-db0e6ae3480f,GitHub Actions - Setup - Workflows,Setup GitHub Actions workflows for CI/CD.,49921aa8-6586-4b93-bb80-66ea60bf7a49,f744278c-cce6-4811-b3dc-bdc1e6dca3c3,90e54eb1-57c5-4f6a-87d4-ca9c2c773103,,2024-10-05T09:00:00,2024-10-25,0,
af28019a-1477-47f9-88f3-33be3b7d6b4b,Docker - Optimize - Build caching,Optimize Docker builds with multi-stage and caching.,49921aa8-6586-4b93-bb80-66ea60bf7a49,f744278c-cce6-4811-b3dc-bdc1e6dca3c3,e98e959b-a790-47c3-aa70-cec133949d8c,,2024-10-10T10:30:00,2024-10-30,0,
0f00e30d-b37f-4363-9a31-f3e8258be918,Security - Add - Container scanning,Integrate container vulnerability scanning.,49921aa8-6586-4b93-bb80-66ea60bf7a49,8b3ea97d-ca44-4741-8ba6-2ec093d394ff,8353699c-f48a-4c93-9e46-ad5527c2f01e,,2024-10-15T11:00:00,2024-11-05,0,
b9b2bc76-3421-40eb-9da5-b2b4fe51c5ee,Deployment - Automate - Production rollout,Automate production deployment with approval gates.,49921aa8-6586-4b93-bb80-66ea60bf7a49,f744278c-cce6-4811-b3dc-bdc1e6dca3c3,1bb33957-55ee-4478-9f12-f81689c7c967,,2024-10-20T09:30:00,2024-11-10,0,
4006f52c-e117-4e2d-824a-1730d67c948b,Monitoring - Integrate - Build metrics,Add build and deployment metrics to monitoring.,49921aa8-6586-4b93-bb80-66ea60bf7a49,8b3ea97d-ca44-4741-8ba6-2ec093d394ff,01939827-99cc-4305-b05e-3650bcad908d,,2024-10-25T10:00:00,2024-11-15,0,
d9e67877-e137-40b9-9d89-dafc0d7fad11,Kubernetes - Setup - Cluster configuration,Setup EKS cluster with proper node groups.,a362e16a-a8fb-4a7a-8b57-30f5ceaa8799,2606dbb9-f374-474a-b3b0-9e909deadb80,e98e959b-a790-47c3-aa70-cec133949d8c,,2024-09-05T09:00:00,2024-10-01,0,
c2f18110-f083-4ce1-892b-a98c9a29646f,Helm - Create - Charts for services,Create Helm charts for microservices deployment.,a362e16a-a8fb-4a7a-8b57-30f5ceaa8799,57b2dbd4-f1ad-47a7-ada8-71fd926a0220,01939827-99cc-4305-b05e-3650bcad908d,,2024-09-10T10:30:00,2024-10-15,0,
c8f5a443-171f-4c34-a30c-071409585909,Ingress - Configure - Load balancer,Configure ingress controller and load balancer.,a362e16a-a8fb-4a7a-8b57-30f5ceaa8799,57b2dbd4-f1ad-47a7-ada8-71fd926a0220,90e54eb1-57c5-4f6a-87d4-ca9c2c773103,,2024-09-15T11:00:00,2024-10-20,0,
234ad04b-c756-4838-9bfb-a3dd991b85ee,Storage - Setup - Persistent volumes,Setup persistent volume claims for stateful services.,a362e16a-a8fb-4a7a-8b57-30f5ceaa8799,2606dbb9-f374-474a-b3b0-9e909deadb80,8353699c-f48a-4c93-9e46-ad5527c2f01e,,2024-09-20T09:30:00,2024-10-25,0,
2a4eb708-ca61-4da8-84b5-edc98e171508,Migration - Execute - Service by service,Migrate services to Kubernetes one by one.,a362e16a-a8fb-4a7a-8b57-30f5ceaa8799,2606dbb9-f374-474a-b3b0-9e909deadb80,1bb33957-55ee-4478-9f12-f81689c7c967,,2024-09-25T10:00:00,2024-11-30,0,
57dcce56-00a7-4a53-bc0a-eaf00f82df01,Prometheus - Setup - Server configuration,Setup Prometheus server with proper retention.,1f02cc78-cda1-48a9-9a32-50e819166026,3d61160f-63b4-47ac-84bd-2b22fdb36e3c,90e54eb1-57c5-4f6a-87d4-ca9c2c773103,,2024-10-18T09:00:00,2024-11-05,0,
eca5cf86-4cdc-4d46-a03b-17c60b5771b6,Grafana - Build - Dashboard templates,Build Grafana dashboard templates for services.,1f02cc78-cda1-48a9-9a32-50e819166026,1cbef8be-3902-4c1c-adbe-9c0b42659813,e98e959b-a790-47c3-aa70-cec133949d8c,,2024-10-22T10:30:00,2024-11-15,0,
6580c714-3023-4af8-892e-4e5d41ed2fde,Alerting - Configure - Alert rules,Configure alerting rules for critical metrics.,1f02cc78-cda1-48a9-9a32-50e819166026,1cbef8be-3902-4c1c-adbe-9c0b42659813,8353699c-f48a-4c93-9e46-ad5527c2f01e,,2024-10-25T11:00:00,2024-11-20,0,
4e1d9564-6b80-4bbd-9b98-f433471ca367,Exporters - Deploy - Service monitors,Deploy exporters for all microservices.,1f02cc78-cda1-48a9-9a32-50e819166026,3d61160f-63b4-47ac-84bd-2b22fdb36e3c,1bb33957-55ee-4478-9f12-f81689c7c967,,2024-10-28T09:30:00,2024-11-25,0,
4e6a74ec-927b-4517-a7bd-9065bc2499eb,Documentation - Write - Runbooks,Write runbooks for common alert scenarios.,1f02cc78-cda1-48a9-9a32-50e819166026,54b8ae2b-12b2-44a9-8351-dcfb7d8af3ac,01939827-99cc-4305-b05e-3650bcad908d,,2024-11-01T10:00:00,2024-12-01,0,
fd2c5022-47ab-4ce5-8fb9-66d70275d06f,Market Research - Conduct - Competitive analysis,Conduct competitive analysis for Q1 features.,185bca69-8dfb-4102-a7bd-c2c8d8233edf,1fc90ffc-b542-49ef-afcf-961e9d20534b,0d369ac8-20f3-4893-96e6-a473857f8161,,2024-11-05T09:00:00,2024-11-15,0,
f1810d65-8054-4917-a98e-a458cc3831b7,Features - Prioritize - RICE scoring,Prioritize feature requests using RICE framework.,185bca69-8dfb-4102-a7bd-c2c8d8233edf,1058700f-1b79-4bd2-bbba-1fbb4bd31a3b,0f14e79a-3ddb-4cc5-9623-31494526cc2b,,2024-11-08T10:30:00,2024-11-20,0,
1fe57e63-5a45-48b2-88c3-e22565055a28,Stakeholders - Align - Executive review,Present roadmap to executive stakeholders.,185bca69-8dfb-4102-a7bd-c2c8d8233edf,1058700f-1b79-4bd2-bbba-1fbb4bd31a3b,9396b757-25f8-49ad-9b48-0ef1592ea3ec,,2024-11-12T11:00:00,2024-11-25,0,
ab74d263-7438-49af-910c-63761de1e8b0,Resources - Estimate - Engineering capacity,Estimate engineering capacity for Q1 features.,185bca69-8dfb-4102-a7bd-c2c8d8233edf,1fc90ffc-b542-49ef-afcf-961e9d20534b,d04c2497-1082-4fa7-8afb-3bf703154a31,,2024-11-15T09:30:00,2024-11-28,0,
2cfefde0-f55b-4183-ac4a-628267558ced,Documentation - Create - PRD documents,Create PRDs for approved Q1 features.,185bca69-8dfb-4102-a7bd-c2c8d8233edf,6882d095-83a8-4da8-a964-2bb931da2ea2,d4f781fa-35c9-4281-a858-cef5bc0590e2,,2024-11-18T10:00:00,2024-12-05,0,
58ea3193-2883-456c-b7e1-8645365f5b12,Participants - Recruit - User interviews,Recruit participants for user interview sessions.,7d0b63d2-a90c-4084-ab52-3b3ba94231d4,59019a11-8786-4c3f-8980-93e5f619b664,0d369ac8-20f3-4893-96e6-a473857f8161,,2024-10-12T09:00:00,2024-10-25,0,
a7698e2c-c1ca-4076-a501-f697fd8e6fa7,Questions - Prepare - Interview guide,Prepare interview guide with key questions.,7d0b63d2-a90c-4084-ab52-3b3ba94231d4,59019a11-8786-4c3f-8980-93e5f619b664,0f14e79a-3ddb-4cc5-9623-31494526cc2b,,2024-10-15T10:30:00,2024-10-28,0,
14c44089-c705-4aba-b293-74dea874bcd3,Interviews - Conduct - Sessions,Conduct user interview sessions.,7d0b63d2-a90c-4084-ab52-3b3ba94231d4,59019a11-8786-4c3f-8980-93e5f619b664,d04c2497-1082-4fa7-8afb-3bf703154a31,,2024-10-20T11:00:00,2024-11-05,0,
f7ab0ad8-abe1-4d38-87e1-4075c1f50e20,Data - Analyze - Interview findings,Analyze interview data and identify patterns.,7d0b63d2-a90c-4084-ab52-3b3ba94231d4,73984102-d8a2-4d42-a090-7a897fd3daeb,d4f781fa-35c9-4281-a858-cef5bc0590e2,,2024-10-25T09:30:00,2024-11-10,0,
dee0f6c2-5c63-4810-b44f-8a1e7de1ca88,Report - Create - Research summary,Create comprehensive research summary report.,7d0b63d2-a90c-4084-ab52-3b3ba94231d4,1627444f-f4c2-4bfc-bfea-67629aab7e99,0d369ac8-20f3-4893-96e6-a473857f8161,,2024-10-30T10:00:00,2024-11-15,0,
bbfb8066-039f-4fdd-9b40-e3b5214a459d,Data - Collect - User interaction logs,Collect and preprocess user interaction logs.,ed4c43d9-7b5c-44df-a52a-128e5988df30,60ec9812-d72e-49e0-a892-7af96fbda1cc,727b79f1-6c2e-40e8-b7b5-2ca19330c217,,2024-09-18T09:00:00,2024-10-05,0,
a26d4253-2ae2-497f-bfff-4a673dbd71be,Features - Engineer - User embeddings,Engineer user and item embeddings from data.,ed4c43d9-7b5c-44df-a52a-128e5988df30,60ec9812-d72e-49e0-a892-7af96fbda1cc,10da8431-c41a-4dbd-890d-b0404efa0a9d,,2024-09-25T10:30:00,2024-10-15,0,
38c40266-f8bf-4f25-bee6-074931ea8b73,Model - Train - Collaborative filtering,Train collaborative filtering model with matrix factorization.,ed4c43d9-7b5c-44df-a52a-128e5988df30,70160b65-8c3f-4499-bedf-fa1f728eb08b,8f9d1886-b18d-44c1-8e82-1120481f09d6,,2024-10-05T11:00:00,2024-10-25,0,
50dce326-5fd5-4f58-868a-60aa537bcaef,Evaluation - Run - Offline metrics,"Evaluate model with offline metrics (NDCG, MRR).",ed4c43d9-7b5c-44df-a52a-128e5988df30,220d9437-e4ee-4ea1-8cb9-24532f1532be,42b1b358-5073-48e9-8e59-c30a8515b143,,2024-10-15T09:30:00,2024-11-01,0,
bc9ff366-6be0-4d91-8de8-59c32dccd4ba,AB Test - Design - Experiment setup,Design A/B test for model deployment.,ed4c43d9-7b5c-44df-a52a-128e5988df30,220d9437-e4ee-4ea1-8cb9-24532f1532be,727b79f1-6c2e-40e8-b7b5-2ca19330c217,,2024-10-20T10:00:00,2024-11-10,0,
4e04c122-96c5-4264-8336-6d6ec880881d,Features - Define - Churn indicators,Define features that indicate churn risk.,bb8a8bb3-d2a2-47a8-b1e3-7dab9b6851c7,e6468f7d-be8a-4de5-a080-b959e302d84c,42b1b358-5073-48e9-8e59-c30a8515b143,,2024-10-22T09:00:00,2024-11-05,0,
68478dff-f35f-450c-a6ef-5542d683e3a1,Data - Prepare - Training dataset,Prepare labeled dataset with churn labels.,bb8a8bb3-d2a2-47a8-b1e3-7dab9b6851c7,e6468f7d-be8a-4de5-a080-b959e302d84c,8f9d1886-b18d-44c1-8e82-1120481f09d6,,2024-10-25T10:30:00,2024-11-08,0,
bf21894f-e208-415b-af04-c566bc34d6a0,Model - Train - XGBoost classifier,Train XGBoost model for churn prediction.,bb8a8bb3-d2a2-47a8-b1e3-7dab9b6851c7,c6e4552d-1807-439d-9456-9ccb8db8382b,727b79f1-6c2e-40e8-b7b5-2ca19330c217,,2024-10-30T11:00:00,2024-11-15,0,
9ad73abc-a8a9-4835-a963-c97f62dcfa0d,Validation - Perform - Cross-validation,Perform k-fold cross-validation for robustness.,bb8a8bb3-d2a2-47a8-b1e3-7dab9b6851c7,c6e4552d-1807-439d-9456-9ccb8db8382b,10da8431-c41a-4dbd-890d-b0404efa0a9d,,2024-11-05T09:30:00,2024-11-20,0,
fc1b0b9e-c23d-43d9-b352-e211c839f6c6,API - Deploy - Prediction endpoint,Deploy model as REST API endpoint.,bb8a8bb3-d2a2-47a8-b1e3-7dab9b6851c7,26d161a6-8a5d-424a-9fb0-de9606f8a2e6,73e1c793-a0e5-4097-91b2-a2fd297cf476,,2024-11-10T10:00:00,2024-11-28,0,
cfb5b7a0-4a2a-46d8-beb2-6e08dadf5b6f,Airflow - Setup - Infrastructure,Setup Apache Airflow with HA configuration.,fb4dc51f-3898-4613-8ac7-f6bf251cccb0,86cc8204-5b19-47d7-b25e-80f611d8ad62,727b79f1-6c2e-40e8-b7b5-2ca19330c217,,2024-11-03T09:00:00,2024-11-20,0,
2612150d-a825-4a6d-a15a-984e871bb35c,DAGs - Migrate - ETL workflows,Migrate existing ETL jobs to Airflow DAGs.,fb4dc51f-3898-4613-8ac7-f6bf251cccb0,80e99c5d-4e76-4122-a78e-659ac5273f90,10da8431-c41a-4dbd-890d-b0404efa0a9d,,2024-11-08T10:30:00,2024-11-25,0,
140b9c69-640d-4e88-85d9-1e1f70e0b87f,Monitoring - Add - DAG observability,Add monitoring and alerting for DAG failures.,fb4dc51f-3898-4613-8ac7-f6bf251cccb0,80e99c5d-4e76-4122-a78e-659ac5273f90,73e1c793-a0e5-4097-91b2-a2fd297cf476,,2024-11-12T11:00:00,2024-12-01,0,
426bdd30-b93e-4ecc-a27c-4b2e779b45fa,Testing - Implement - Unit tests,Write unit tests for DAG logic.,fb4dc51f-3898-4613-8ac7-f6bf251cccb0,2ccc0bd5-030f-4b4f-ab2b-b60cbabce50a,42b1b358-5073-48e9-8e59-c30a8515b143,,2024-11-15T09:30:00,2024-12-05,0,
2ac5056d-1e2b-44fc-bcc4-8db9d1465906,Documentation - Write - DAG catalog,Document all DAGs in internal catalog.,fb4dc51f-3898-4613-8ac7-f6bf251cccb0,2ccc0bd5-030f-4b4f-ab2b-b60cbabce50a,8f9d1886-b18d-44c1-8e82-1120481f09d6,,2024-11-18T10:00:00,2024-12-10,0,
453bd570-cfc5-47f9-9000-237f540b3b0a,UI - Redesign - Home screen,Redesign home screen with new design system.,2a14d954-56b0-40e6-8dee-0fef79104227,9619597a-b020-4eef-ba41-ec62af2a1150,5bb27f9f-8705-493b-a7b7-3e262121a60e,,2024-09-05T09:00:00,2024-10-15,0,
5694e36c-058c-4a76-96fc-7078c6bf0692,Feature - Add - Dark mode,Implement system-wide dark mode support.,2a14d954-56b0-40e6-8dee-0fef79104227,9619597a-b020-4eef-ba41-ec62af2a1150,0a62b11a-5075-42d6-ac29-28149ebf507f,,2024-09-10T10:30:00,2024-10-25,0,
42c96318-55c2-4438-9711-d2d9d68692ac,Performance - Optimize - App launch time,Reduce app launch time by 40%.,2a14d954-56b0-40e6-8dee-0fef79104227,d81e6352-d733-49c6-af6e-3e305adb375d,7eb0494d-ff29-4e8b-890f-93881699bf24,,2024-09-15T11:00:00,2024-11-01,0,
596f9fae-c85b-47d5-b345-06e47ccd4bc5,Testing - Execute - Beta testing,Coordinate beta testing with TestFlight.,2a14d954-56b0-40e6-8dee-0fef79104227,3d2db407-c59d-4093-9b9a-16400f6f0754,8d768217-c61b-4358-a9e0-8fa09b6ba069,,2024-09-20T09:30:00,2024-11-15,0,
e490b34a-a0ca-434e-a3e9-69352d2a8073,Release - Prepare - App Store submission,Prepare app for App Store submission.,2a14d954-56b0-40e6-8dee-0fef79104227,3d2db407-c59d-4093-9b9a-16400f6f0754,5bb27f9f-8705-493b-a7b7-3e262121a60e,,2024-09-25T10:00:00,2024-12-01,0,
c30d6dc6-5275-4128-9810-e1f81ba7906f,Profiling - Run - Performance analysis,Profile app with Android Profiler.,4b6feac2-85a4-4587-8678-32ee8929ca65,f963e34c-31f9-4131-b057-afb2c3037c47,2ccc767e-78fb-4bc0-9b06-b400cf764fee,,2024-10-18T09:00:00,2024-10-28,0,
4993fea4-b836-4db7-a3f6-45418432db9e,APK - Optimize - Size reduction,Reduce APK size using ProGuard and resource optimization.,4b6feac2-85a4-4587-8678-32ee8929ca65,a769577d-48fc-4ebc-878c-68d573ed5f59,0a62b11a-5075-42d6-ac29-28149ebf507f,,2024-10-22T10:30:00,2024-11-05,0,
29483cd9-9e77-4e68-88ec-2be0a5121de9,Startup - Optimize - Cold start,Optimize cold start time below 2 seconds.,4b6feac2-85a4-4587-8678-32ee8929ca65,a769577d-48fc-4ebc-878c-68d573ed5f59,7eb0494d-ff29-4e8b-890f-93881699bf24,,2024-10-25T11:00:00,2024-11-10,0,
e8911cc3-3603-416b-a2c0-fa40a43ca414,Memory - Fix - Memory leaks,Fix identified memory leaks using LeakCanary.,4b6feac2-85a4-4587-8678-32ee8929ca65,a769577d-48fc-4ebc-878c-68d573ed5f59,2ccc767e-78fb-4bc0-9b06-b400cf764fee,,2024-10-28T09:30:00,2024-11-15,0,
f21ecfc1-4c72-4273-8f7e-20ea4bd6e12d,Testing - Verify - Performance benchmarks,Run performance benchmarks to verify improvements.,4b6feac2-85a4-4587-8678-32ee8929ca65,59948259-862b-495f-b717-3ec4c42b7c47,8d768217-c61b-4358-a9e0-8fa09b6ba069,,2024-11-01T10:00:00,2024-11-20,0,
6b905577-330b-4f74-8c1d-f662d35457c6,Istio - Install - Control plane,Install Istio control plane on Kubernetes.,e134de9c-e8f3-4cae-b9ab-7df04dc42ddd,b0828cee-4f45-4448-a3b0-7827521071dc,ea92ac7e-6d83-47ef-88e0-90fbde02c93c,,2024-10-05T09:00:00,2024-10-25,0,
36cf4374-b798-4d73-82e6-613d864698a1,Sidecars - Deploy - Envoy proxies,Deploy Envoy sidecar proxies to all services.,e134de9c-e8f3-4cae-b9ab-7df04dc42ddd,ba41123a-6e69-48af-ac44-0c3c5ef0e8d5,98863ec5-1248-464c-bf79-cd00605a0e5f,,2024-10-10T10:30:00,2024-11-01,0,
38c9fbae-b707-4268-84af-7923c6957738,Traffic - Configure - Routing rules,Configure traffic routing and load balancing.,e134de9c-e8f3-4cae-b9ab-7df04dc42ddd,ba41123a-6e69-48af-ac44-0c3c5ef0e8d5,b149c07c-de2f-4776-85e5-12676c41c5bd,,2024-10-15T11:00:00,2024-11-10,0,
b8bae795-b88d-46b3-ba61-3cb08a884517,Security - Enable - mTLS,Enable mutual TLS for service-to-service communication.,e134de9c-e8f3-4cae-b9ab-7df04dc42ddd,ba41123a-6e69-48af-ac44-0c3c5ef0e8d5,9fc133d8-133f-45b2-86bc-8bbbd6331bec,,2024-10-20T09:30:00,2024-11-20,0,
000002b4-e577-4fa1-ad06-3680c20cf253,Observability - Setup - Distributed tracing,Setup distributed tracing with Jaeger.,e134de9c-e8f3-4cae-b9ab-7df04dc42ddd,3e87d1fb-e0e5-44dd-927a-3f82f1791005,033fd5a0-86d1-4ee0-957f-5e4442c258c5,,2024-10-25T10:00:00,2024-12-01,0,
c9f85eb7-78e6-48a4-8dc1-4b9d7908f723,Portal - Design - Information architecture,Design portal structure and navigation.,bfd644b6-8646-4a1d-b3c0-ede9258e5d8f,6beb8b48-9f22-4e18-9859-847a9fd6b891,ea92ac7e-6d83-47ef-88e0-90fbde02c93c,,2024-11-05T09:00:00,2024-11-20,0,
3796e81b-0cf6-4e85-8a46-3054ff5ff3d2,API - Build - Service catalog,Build searchable service catalog with API docs.,bfd644b6-8646-4a1d-b3c0-ede9258e5d8f,b66dff63-16c5-43d5-ab77-faeaa66c8ffa,98863ec5-1248-464c-bf79-cd00605a0e5f,,2024-11-10T10:30:00,2024-11-28,0,
f88652ba-faf5-4e2b-b1fe-5f50d22d3394,Authentication - Integrate - SSO,Integrate SSO for portal authentication.,bfd644b6-8646-4a1d-b3c0-ede9258e5d8f,b66dff63-16c5-43d5-ab77-faeaa66c8ffa,b149c07c-de2f-4776-85e5-12676c41c5bd,,2024-11-15T11:00:00,2024-12-05,0,
adc6bd6d-3376-4dc4-88f5-7b695171e289,Docs - Migrate - Technical documentation,Migrate existing docs to portal platform.,bfd644b6-8646-4a1d-b3c0-ede9258e5d8f,b66dff63-16c5-43d5-ab77-faeaa66c8ffa,9fc133d8-133f-45b2-86bc-8bbbd6331bec,,2024-11-20T09:30:00,2024-12-15,0,
