id,name,project_id
e6468f7d-be8a-4de5-a080-b959e302d84c,Feature Engineering,bb8a8bb3-d2a2-47a8-b1e3-7dab9b6851c7
c6e4552d-1807-439d-9456-9ccb8db8382b,Training,bb8a8bb3-d2a2-47a8-b1e3-7dab9b6851c7
26d161a6-8a5d-424a-9fb0-de9606f8a2e6,Deployment,bb8a8bb3-d2a2-47a8-b1e3-7dab9b6851c7
86cc8204-5b19-47d7-b25e-80f611d8ad62,Design,fb4dc51f-3898-4613-8ac7-f6bf251cccb0
80e99c5d-4e76-4122-a78e-659ac5273f90,Implementation,fb4dc51f-3898-4613-8ac7-f6bf251cccb0
2ccc0bd5-030f-4b4f-ab2b-b60cbabce50a,Testing,fb4dc51f-3898-4613-8ac7-f6bf251cccb0
9619597a-b020-4eef-ba41-ec62af2a1150,Features,2a14d954-56b0-40e6-8dee-0fef79104227
d81e6352-d733-49c6-af6e-3e305adb375d,Bug Fixes,2a14d954-56b0-40e6-8dee-0fef79104227
3d2db407-c59d-4093-9b9a-16400f6f0754,Release Prep,2a14d954-56b0-40e6-8dee-0fef79104227
f963e34c-31f9-4131-b057-afb2c3037c47,Profiling,4b6feac2-85a4-4587-8678-32ee8929ca65
a769577d-48fc-4ebc-878c-68d573ed5f59,Optimization,4b6feac2-85a4-4587-8678-32ee8929ca65
59948259-862b-495f-b717-3ec4c42b7c47,Verification,4b6feac2-85a4-4587-8678-32ee8929ca65
b0828cee-4f45-4448-a3b0-7827521071dc,Planning,e134de9c-e8f3-4cae-b9ab-7df04dc42ddd
ba41123a-6e69-48af-ac44-0c3c5ef0e8d5,Deployment,e134de9c-e8f3-4cae-b9ab-7df04dc42ddd
3e87d1fb-e0e5-44dd-927a-3f82f1791005,Monitoring,e134de9c-e8f3-4cae-b9ab-7df04dc42ddd
6beb8b48-9f22-4e18-9859-847a9fd6b891,Design,bfd644b6-8646-4a1d-b3c0-ede9258e5d8f
b66dff63-16c5-43d5-ab77-faeaa66c8ffa,Development,bfd644b6-8646-4a1d-b3c0-ede9258e5d8f
6e635d55-d140-40ce-9aeb-df0d18706473,Beta,bfd644b6-8646-4a1d-b3c0-ede9258e5d8f
4fa60fa0-0d37-45b7-aa5c-8d69286f352d,Scanning,c656808d-4370-4f63-80cb-830913583fc3
5ca987d1-4cc7-46fd-8aee-e701cbcb2f5f,Remediation,c656808d-4370-4f63-80cb-830913583fc3
0a42c7b6-7371-4657-bcb8-ab6a2b63739c,Verification,c656808d-4370-4f63-80cb-830913583fc3
b541514c-87aa-40a8-8444-293c473e64e3,Architecture,7bdcae19-21e6-4e05-9b22-12b5161294e9
f4eafc21-6d3f-4576-8382-cde1753fa598,Implementation,7bdcae19-21e6-4e05-9b22-12b5161294e9
171628cb-b951-428d-abbb-e66a8fe06b09,Rollout,7bdcae19-21e6-4e05-9b22-12b5161294e9
121d88e6-641b-4026-b5ab-f7c9fe0587a0,Requirements,ba2bcd0c-47ce-4cef-af2b-0e6106894651
06cc68be-134d-4d60-8136-f6a1f0fbfaa4,Automation,ba2bcd0c-47ce-4cef-af2b-0e6106894651
40cd3b77-29d7-4e3b-a337-22b793194538,Validation,ba2bcd0c-47ce-4cef-af2b-0e6106894651
f7907869-9284-48b8-97b3-2aeb33220bc7,Framework Setup,bb09b22a-e93f-4e8c-bfe7-9aa1df8a6bec
228daa57-c710-4b3a-be95-630c1287ac4d,Test Development,bb09b22a-e93f-4e8c-bfe7-9aa1df8a6bec
003b18f8-8965-4967-9f69-342a6f0ca28e,CI Integration,bb09b22a-e93f-4e8c-bfe7-9aa1df8a6bec
41a74f13-d947-4da5-a490-596d35eca3ba,Baseline,eaedd710-3c10-4351-be36-f943c3462854
1ecd608c-58e1-443a-ba62-aea32908aaf7,Test Scripts,eaedd710-3c10-4351-be36-f943c3462854
bc9dfe31-3728-4a8d-9808-ec64b305d535,Reports,eaedd710-3c10-4351-be36-f943c3462854
90d51d49-aece-4884-9738-253fcb2f816a,Strategy,ada8d33d-d139-4190-908d-0ecdca982e3d
0ed46036-5c74-4d1a-922e-f9d7901bdceb,Implementation,ada8d33d-d139-4190-908d-0ecdca982e3d
822b7a93-bf03-4c13-9acb-2f9a0d36587e,Testing,ada8d33d-d139-4190-908d-0ecdca982e3d
f8575cb2-f2a4-41d6-ac1c-60d97cf66890,Planning,32807199-cb57-436a-b072-03c5cf51d167
b61347df-537b-4fba-850c-76016f4799c5,Setup,32807199-cb57-436a-b072-03c5cf51d167
99776951-418f-48f8-8dc5-2c58c661dd1f,Drills,32807199-cb57-436a-b072-03c5cf51d167
bea9453e-3b69-4c81-98ab-2f86e9ba3be5,Data Collection,56f7bacf-0b48-4f11-863c-67ebefeded25
e9602a07-396c-4694-9047-d34b9bdba313,Pipeline Build,56f7bacf-0b48-4f11-863c-67ebefeded25
f8472125-81cc-4e40-8b2d-f0753162bcd8,Validation,56f7bacf-0b48-4f11-863c-67ebefeded25
1b3863a8-4d4a-41dd-a1bd-eb441f06d38d,Infrastructure,b52d7584-3f04-4df2-898c-713457f4c3de
28ef53c9-0898-4e56-b7e2-84715fe037e7,API Development,b52d7584-3f04-4df2-898c-713457f4c3de
95d605ef-ac54-493f-9155-21a68d4f55b7,Load Testing,b52d7584-3f04-4df2-898c-713457f4c3de
4d389d21-bfcc-44e4-89e9-ddf3ead47fd3,Research,8e90bc10-c1d2-4ab0-b7e1-a0eff1493041
55b4e029-7d7a-4f30-92a8-1d2dd9573621,POC Development,8e90bc10-c1d2-4ab0-b7e1-a0eff1493041
c16bf15b-ba03-404c-be51-1342d02c8ec0,Demo,8e90bc10-c1d2-4ab0-b7e1-a0eff1493041
d841a349-b4b0-4df2-a157-a6ac107f4459,Process Mapping,f73eab5a-a6fb-4e7d-824f-3c33d6ab31e4
7feb2387-009a-4683-b977-8eb1c2cb1ea8,Improvements,f73eab5a-a6fb-4e7d-824f-3c33d6ab31e4
37108c18-ff7a-4dfc-9c0e-d8a7064f1387,Rollout,f73eab5a-a6fb-4e7d-824f-3c33d6ab31e4
249a7f64-af0e-46f2-bf6d-1fe96ca78fcc,Content Creation,470e24ab-3f65-441f-bf91-01fa74ad2d1d
b2d5b20c-3382-445a-b5d2-d259f369debc,Platform Setup,470e24ab-3f65-441f-bf91-01fa74ad2d1d
053248e7-2079-4b55-91d6-9fd9c7ad2c87,Launch,470e24ab-3f65-441f-bf91-01fa74ad2d1d
dcb9774c-1af0-4fec-a59c-3512a6103a53,Requirements,16d4d90a-2c9c-4a9d-8edd-f7f2b9c6fb6c
8ae539cd-c7c3-4e6f-8fcb-ec8cce405883,Development,16d4d90a-2c9c-4a9d-8edd-f7f2b9c6fb6c
b6a79cef-7a1d-4430-a72c-9a29304ce997,Beta Testing,16d4d90a-2c9c-4a9d-8edd-f7f2b9c6fb6c
c592ff4f-8d7d-45d1-8292-c7efe1c3a5bb,Backlog,1cc9eb79-28bd-4ae6-95d7-ce7b04d4478f
41a32bbb-ed8e-4557-8c6b-9397a1fa75ad,Sprint Backlog,1cc9eb79-28bd-4ae6-95d7-ce7b04d4478f
93874c58-c4ec-42cb-9a5a-f0da22131154,In Progress,1cc9eb79-28bd-4ae6-95d7-ce7b04d4478f
e8bbcd07-2009-4439-af7c-ab890603c924,Review,1cc9eb79-28bd-4ae6-95d7-ce7b04d4478f
16a0d26c-d104-4c7e-a86f-7ebe7c9d2a75,Done,1cc9eb79-28bd-4ae6-95d7-ce7b04d4478f
59171752-e69e-4470-8d4c-6054dff82cb9,Backlog,1a8ae430-9f65-444f-8f4f-884701da8b3e
7c471b8f-051f-45f6-926a-e3a59cdf9b0b,Sprint Backlog,1a8ae430-9f65-444f-8f4f-884701da8b3e
b5f03efc-73ec-4431-b0f5-6894a87514e5,In Progress,1a8ae430-9f65-444f-8f4f-884701da8b3e
ce94de2f-0616-4e0d-aefc-0ce90e249f12,Review,1a8ae430-9f65-444f-8f4f-884701da8b3e
98d84853-d8b7-4ae5-93d8-84ba8bbc944a,Done,1a8ae430-9f65-444f-8f4f-884701da8b3e
9e58c0b2-b573-4874-870d-e24a74f2e1f8,Backlog,25276083-d473-4b21-8b37-074f07c24403
df6a2b2a-c642-48ff-88f1-f164f14af3ab,Sprint Backlog,25276083-d473-4b21-8b37-074f07c24403
da8969ec-7e63-43e6-bb42-ab9c7f7fe56f,In Progress,25276083-d473-4b21-8b37-074f07c24403
ae4baf49-bb7d-4353-ac80-095b96331a82,Review,25276083-d473-4b21-8b37-074f07c24403
930790d8-18a1-4b09-9f0f-fe8490e54c0e,Done,25276083-d473-4b21-8b37-074f07c24403
f7e779f2-335f-49eb-83a2-f63069a0f99c,To Do,f931b915-7ce4-41b8-a42a-f8abbfd66c07
f8892e9a-02e2-4b20-8dc4-fa61925183f6,In Progress,f931b915-7ce4-41b8-a42a-f8abbfd66c07
7c13c66d-a0fe-4be9-89ef-09cbd695db83,Waiting,f931b915-7ce4-41b8-a42a-f8abbfd66c07
a4517b15-d5a6-440e-9948-c273bca210a4,Completed,f931b915-7ce4-41b8-a42a-f8abbfd66c07
dbff564a-5327-4033-8f5c-ab0610c97d25,To Do,b8b18b3e-51a2-40c4-9276-b31b1df8fd3d
3c93db6b-0f6d-440e-85e9-fa5485516bd4,In Progress,b8b18b3e-51a2-40c4-9276-b31b1df8fd3d
765fe16c-6e55-4320-9e8d-71a5d4d4b7f7,Waiting,b8b18b3e-51a2-40c4-9276-b31b1df8fd3d
312fb034-6bbe-4772-862b-5acffa180d45,Completed,b8b18b3e-51a2-40c4-9276-b31b1df8fd3d
a0cb2a53-3fcf-49d8-b32e-2aaf1cf01a37,Backlog,f3eba55d-d338-4471-88af-c9c812f05b28
cd8677b9-9a0b-481e-abcd-3e3beadf1d50,Sprint Backlog,f3eba55d-d338-4471-88af-c9c812f05b28
e1659a18-1375-4e68-83ff-26a6afdb19d0,In Progress,f3eba55d-d338-4471-88af-c9c812f05b28
67c17c60-8993-491a-9227-399dc042c152,Review,f3eba55d-d338-4471-88af-c9c812f05b28
552c004a-5c2a-4bdb-8416-182e31660d5b,Done,f3eba55d-d338-4471-88af-c9c812f05b28
0c94730c-e363-4841-92a5-2da52948aa82,Backlog,6f371b68-ce3e-4581-88ab-8ca15c614876
17e7728b-7e36-4b4e-942e-2872e2844784,Sprint Backlog,6f371b68-ce3e-4581-88ab-8ca15c614876
ad126484-17c1-4aaf-9a63-f7d3d9463e22,In Progress,6f371b68-ce3e-4581-88ab-8ca15c614876
7fe54b0b-712e-4e23-be7f-067defd0517a,Review,6f371b68-ce3e-4581-88ab-8ca15c614876
b7402208-5abc-4bd7-a5c9-4148cd30f3d2,Done,6f371b68-ce3e-4581-88ab-8ca15c614876
6ad69dc7-a78d-4505-9a5b-56f69d25e087,Ideas,9ce9f3b6-ffc7-47a4-9b18-9a2269696f6e
0055330c-0d3e-4e3d-951c-74066465001b,Planning,9ce9f3b6-ffc7-47a4-9b18-9a2269696f6e
f018279a-76ed-4e62-ba3a-bc1305706053,Assets,9ce9f3b6-ffc7-47a4-9b18-9a2269696f6e
91d280f9-0df6-4db6-90a3-00d66bc02f61,Scheduled,9ce9f3b6-ffc7-47a4-9b18-9a2269696f6e
5685e266-ee88-4578-888a-29595f96fab5,Launched,9ce9f3b6-ffc7-47a4-9b18-9a2269696f6e
80af5eb6-8c8f-424b-9870-229bbe8357a3,To Do,753cfa3f-e1a2-4c9e-917f-1f9a4bdb06a0
97af7382-e6cb-4fee-a025-c543c9e56c3b,In Progress,753cfa3f-e1a2-4c9e-917f-1f9a4bdb06a0
d4b7db89-b8b4-4ca3-88b7-303fb7eaf8fe,Waiting,753cfa3f-e1a2-4c9e-917f-1f9a4bdb06a0
b14d67bc-1613-4ed1-82d0-ba54eb5a90bb,Completed,753cfa3f-e1a2-4c9e-917f-1f9a4bdb06a0
05c88671-15dd-4748-9f98-a7185a9cac6c,Backlog,e4751862-2332-43d5-b091-d8c6f2fc6417
5b9f48d6-9a98-4196-9576-4fb662e20724,Sprint Backlog,e4751862-2332-43d5-b091-d8c6f2fc6417
ec293048-11d5-438f-aac3-bd353c36b908,In Progress,e4751862-2332-43d5-b091-d8c6f2fc6417
09c5f1e2-ec9f-4e40-9d68-dfc545b5e0d5,Review,e4751862-2332-43d5-b091-d8c6f2fc6417
321ec014-531c-406d-9fb5-52b4077a5879,Done,e4751862-2332-43d5-b091-d8c6f2fc6417
6df49305-f4e4-48d4-9b53-169c58662003,Backlog,91e9e4be-da38-44f8-8fd4-c3e81aa7e2fb
16e6e87e-69c1-4cc4-b45c-c51e47517b4d,Sprint Backlog,91e9e4be-da38-44f8-8fd4-c3e81aa7e2fb
2a4055e3-b59a-4f65-b085-a0b90c27a20a,In Progress,91e9e4be-da38-44f8-8fd4-c3e81aa7e2fb
e30e1fc5-2691-4916-8466-ad0bad139ffa,Review,91e9e4be-da38-44f8-8fd4-c3e81aa7e2fb
9c5249de-832e-42ca-98cf-a7cdc2386d50,Done,91e9e4be-da38-44f8-8fd4-c3e81aa7e2fb
9767e1b4-bce3-4abd-b9ce-1e670689a2ca,Backlog,3ec7ca9a-4a92-4bde-b99d-b001dccae154
5deb2239-5f08-48b7-a89a-38205205ff62,Sprint Backlog,3ec7ca9a-4a92-4bde-b99d-b001dccae154
1f6b4f92-d95a-4126-81f6-9c1957311f91,In Progress,3ec7ca9a-4a92-4bde-b99d-b001dccae154
aad39cc5-f3ba-47e2-8484-80a1f7758b9d,Review,3ec7ca9a-4a92-4bde-b99d-b001dccae154
ad09bcae-75f3-4004-b4d1-128498161efa,Done,3ec7ca9a-4a92-4bde-b99d-b001dccae154
9d0cc112-c6cf-4662-9855-4af4c60d2444,Ideas,00a33c8c-2922-4547-a293-7b48aa9e3dd7
eaac14de-e0d9-43e9-b28f-dea625b492df,Planning,00a33c8c-2922-4547-a293-7b48aa9e3dd7
646c28c0-250b-44bb-a6e5-e29702c58ec5,Assets,00a33c8c-2922-4547-a293-7b48aa9e3dd7
c57e6022-98d1-4341-bd07-e15292f7d447,Scheduled,00a33c8c-2922-4547-a293-7b48aa9e3dd7
072e6b45-19bc-45ed-ba36-6e57d8224ce7,Launched,00a33c8c-2922-4547-a293-7b48aa9e3dd7
347af4ae-3ba4-4842-9a2b-cb3f45542a08,Backlog,caf59b76-9682-4476-8aba-bc7016a4a242
55f654b5-c508-4e7a-81de-392bc6e4957c,Sprint Backlog,caf59b76-9682-4476-8aba-bc7016a4a242
16c34a8c-9536-4f25-a128-1858e1df21bc,In Progress,caf59b76-9682-4476-8aba-bc7016a4a242
789c377d-c4d9-4bb7-a06d-794240b41e66,Review,caf59b76-9682-4476-8aba-bc7016a4a242
612ff967-bdc8-4a8b-8b4a-2aa63683d555,Done,caf59b76-9682-4476-8aba-bc7016a4a242
03331da0-8227-4698-85d9-c1391db3b898,Ideas,f9ac31cf-b0c6-4b40-b97b-4718737be9eb
abf0d214-d81a-4a27-b56f-bcd6d584b62d,Planning,f9ac31cf-b0c6-4b40-b97b-4718737be9eb
72d12a66-5d80-4719-b7ef-7eb1c993df7a,Assets,f9ac31cf-b0c6-4b40-b97b-4718737be9eb
64678ab5-7fce-4507-bbf6-7652ccf5c397,Scheduled,f9ac31cf-b0c6-4b40-b97b-4718737be9eb
2819176b-80eb-4e89-8fa1-6ab196807600,Launched,f9ac31cf-b0c6-4b40-b97b-4718737be9eb
f2fd64a7-cf4c-40be-856d-1b75f78576d5,Ideas,00e7b3fb-95e4-4d10-ae57-8ed5747c919e
5d1df574-4593-4bc7-baf7-77aab799ca4b,Planning,00e7b3fb-95e4-4d10-ae57-8ed5747c919e
d70ae9ec-4994-41c2-9768-9589ccf17778,Assets,00e7b3fb-95e4-4d10-ae57-8ed5747c919e
03988b04-1a9e-496f-bfbf-9ae586a1b12d,Scheduled,00e7b3fb-95e4-4d10-ae57-8ed5747c919e
799e2682-3d27-4532-95cd-c909547f3536,Launched,00e7b3fb-95e4-4d10-ae57-8ed5747c919e
3cb3896d-63c7-45f4-957b-01e80788fe64,To Do,807527f8-6fa9-4f70-b810-946530758308
5e45a3ab-c0d4-4112-93fc-64a860d81f8a,In Progress,807527f8-6fa9-4f70-b810-946530758308
19b1b6df-e812-4944-bd37-4ecae6d1c1d3,Waiting,807527f8-6fa9-4f70-b810-946530758308
387f36f7-1a05-4d34-a39d-c887c45f033b,Completed,807527f8-6fa9-4f70-b810-946530758308
47701869-c57e-4341-a76a-479bfff56213,Backlog,b19065c4-e76b-46b3-a78b-327cc942ac29
2aeda545-3d5d-4275-bc85-4bf869b11b20,Sprint Backlog,b19065c4-e76b-46b3-a78b-327cc942ac29
dfb9453c-a8f8-4c21-a923-d15d4ff240bb,In Progress,b19065c4-e76b-46b3-a78b-327cc942ac29
94865738-3524-4cf4-80e3-bcc9ba417820,Review,b19065c4-e76b-46b3-a78b-327cc942ac29
f132ce9b-77f6-4b52-8dce-28d3be50647e,Done,b19065c4-e76b-46b3-a78b-327cc942ac29
d7a209e3-038b-4f9c-99a3-6997b9451ba2,To Do,cf8c34be-af61-47c0-a7d4-1c0ba64e995d
99d0522f-97cc-44f1-8e52-fbe954b98096,In Progress,cf8c34be-af61-47c0-a7d4-1c0ba64e995d
0ab70061-725f-4f0a-b68f-9294416bfe69,Waiting,cf8c34be-af61-47c0-a7d4-1c0ba64e995d
010a393c-4c9c-472c-9a0b-6f8699c6018f,Completed,cf8c34be-af61-47c0-a7d4-1c0ba64e995d
09d23e36-0239-45b5-bc69-876f496cd987,To Do,6d50caec-b810-46df-9b54-06a9a471152f
2b48b695-1713-44d4-8871-df5c917704b6,In Progress,6d50caec-b810-46df-9b54-06a9a471152f
7ba035db-f8b9-4553-9ad4-c0daefd4b541,Waiting,6d50caec-b810-46df-9b54-06a9a471152f
5992256b-55c3-4f65-8de7-c55f722e0fa8,Completed,6d50caec-b810-46df-9b54-06a9a471152f
c19bb0cf-d653-48d5-8261-ac65bb154b31,Backlog,41983702-d449-4eb2-a2d0-169270133d49
710d7df8-4957-4b83-a825-68f00863f8a1,Sprint Backlog,41983702-d449-4eb2-a2d0-169270133d49
db752593-272c-4f7a-b58f-ac970b7826a6,In Progress,41983702-d449-4eb2-a2d0-169270133d49
8bce9a7e-f25a-4bcb-ab82-a355d571d5b6,Review,41983702-d449-4eb2-a2d0-169270133d49
d5336bdc-2b90-4726-82ec-fdc6e7f1cde2,Done,41983702-d449-4eb2-a2d0-169270133d49
a5a9f9f4-7f7e-4776-866c-9d790e647c1f,Ideas,13598d29-3941-4388-85e6-366efcc3475e
276e7285-f888-4c87-ac38-27743c71a93f,Planning,13598d29-3941-4388-85e6-366efcc3475e
3cbadbff-332a-4576-a27d-771e02d6d19c,Assets,13598d29-3941-4388-85e6-366efcc3475e
dd87442f-49ef-4642-a59d-f9b700c72b41,Scheduled,13598d29-3941-4388-85e6-366efcc3475e
b2d79b48-e277-479d-b3ee-6c5fe9bcb7a0,Launched,13598d29-3941-4388-85e6-366efcc3475e
1fdaaaf1-5806-4b91-a489-b6a744f43307,Ideas,db8dc450-a163-4e4a-9aed-2e6376b3af34
7cd67966-6edf-451e-ab55-972846bf082e,Planning,db8dc450-a163-4e4a-9aed-2e6376b3af34
c953857f-2dea-4fa9-a43a-9115b12e4d45,Assets,db8dc450-a163-4e4a-9aed-2e6376b3af34
0e923df7-3cb1-42d4-9953-febdbc3eab00,Scheduled,db8dc450-a163-4e4a-9aed-2e6376b3af34
9b8a2829-1eba-49a5-b9f8-eba30ddfde53,Launched,db8dc450-a163-4e4a-9aed-2e6376b3af34
90d01d5d-2685-4c8a-a985-b8fb8dc0d71f,To Do,95e7913e-ab0a-49e1-8059-84db30d6f9b2
695e56d3-51ec-440c-bad4-34d66c25bd6d,In Progress,95e7913e-ab0a-49e1-8059-84db30d6f9b2
5d34f0fa-6dd6-4a0a-8ed0-56dd1b4e1242,Waiting,95e7913e-ab0a-49e1-8059-84db30d6f9b2
ea4edd9d-4fc4-4dc8-8bfa-4b3bd4a92030,Completed,95e7913e-ab0a-49e1-8059-84db30d6f9b2
4604fa6a-6006-4892-b3bf-2cdf5e73e3be,Backlog,f38f48b6-5c9b-40ea-9186-3c7d98154883
adc33cba-9b7a-4a58-b723-98a444299eed,Sprint Backlog,f38f48b6-5c9b-40ea-9186-3c7d98154883
b119aa6d-ce08-4bbf-8d28-d237ed0a5630,In Progress,f38f48b6-5c9b-40ea-9186-3c7d98154883
7731c8dd-042f-468b-bac5-4e85188d8592,Review,f38f48b6-5c9b-40ea-9186-3c7d98154883
4f7c0b8f-19fb-4879-a1f2-0fb9046188e0,Done,f38f48b6-5c9b-40ea-9186-3c7d98154883
39ac1d72-4b4b-4567-81c3-acf7740ca060,To Do,6d27509a-58d5-44ab-ac66-0fdeaf701900
c4172f5f-5e51-4b55-bd85-f96c324637f4,In Progress,6d27509a-58d5-44ab-ac66-0fdeaf701900
92d9b004-0099-438d-b2da-f4e65b1399a9,Waiting,6d27509a-58d5-44ab-ac66-0fdeaf701900
ad99a13e-6de2-46fe-9b4d-cbf57f8095ab,Completed,6d27509a-58d5-44ab-ac66-0fdeaf701900
030323ce-1de0-486a-b5fc-335f2f304999,Ideas,6442151f-79c7-49f5-957a-82e0f53b9a53
5d71e8ae-0d73-46c6-acf0-37949bf73344,Planning,6442151f-79c7-49f5-957a-82e0f53b9a53
257cbfe3-d9cd-4222-8dbc-14849f4ac7e2,Assets,6442151f-79c7-49f5-957a-82e0f53b9a53
aa1e15d2-ecc2-4a40-a8db-c0ffec929cb6,Scheduled,6442151f-79c7-49f5-957a-82e0f53b9a53
ace50d9d-9e29-4d95-8aa9-51d160bd37d8,Launched,6442151f-79c7-49f5-957a-82e0f53b9a53
1096860d-d11d-4584-9228-ef71fd18d86a,Backlog,95ec0ebf-aeac-4091-acbd-9dd287f1e695
45f8f7f0-367c-4139-a4f8-301b7ff100e1,Sprint Backlog,95ec0ebf-aeac-4091-acbd-9dd287f1e695
de85f154-181a-4de4-ba6a-d2bb16644fed,In Progress,95ec0ebf-aeac-4091-acbd-9dd287f1e695
8bae5416-fbb2-49b8-bc44-efcf37058656,Review,95ec0ebf-aeac-4091-acbd-9dd287f1e695
c02045f3-ed81-44bd-a4a9-097440a956cc,Done,95ec0ebf-aeac-4091-acbd-9dd287f1e695
6b41ff4a-0e4c-462c-96cc-ea71f3a2d2e6,Backlog,8168e66b-340f-4bb8-b73d-1bc712b014da
b92a3ec5-2cb3-4215-b6a8-c0278c628c90,Sprint Backlog,8168e66b-340f-4bb8-b73d-1bc712b014da
8f73ad85-553a-4366-94fc-abf9d2077c54,In Progress,8168e66b-340f-4bb8-b73d-1bc712b014da
6ea54a28-b821-49e3-b815-76a39449bcbd,Review,8168e66b-340f-4bb8-b73d-1bc712b014da
1efc27e8-b2e2-48f6-8f08-cc3f85074270,Done,8168e66b-340f-4bb8-b73d-1bc712b014da
b8ea6ca5-99b4-4fd9-ba4b-145b4ac7963b,To Do,7d914a55-7174-4f35-ab6f-61f881941ed2
0c11527c-69bc-44d0-85f7-f5a8f41f068d,In Progress,7d914a55-7174-4f35-ab6f-61f881941ed2
3f8a930c-1bfa-459b-97fe-4396a388e92d,Waiting,7d914a55-7174-4f35-ab6f-61f881941ed2
25f7b085-4eb6-4587-8c73-f2d90e5aa075,Completed,7d914a55-7174-4f35-ab6f-61f881941ed2
837b47ee-41a0-4cf1-aeb8-e4a5cfa57fa0,Ideas,d7cc7c89-430e-43b3-a79a-45def8badd92
3ab832df-1fbb-4194-97df-d9ef29f7eb9f,Planning,d7cc7c89-430e-43b3-a79a-45def8badd92
2f22a080-7ee4-4e75-9939-ed39d6188262,Assets,d7cc7c89-430e-43b3-a79a-45def8badd92
367fec55-3989-4894-ba19-0bb7e8f37cef,Scheduled,d7cc7c89-430e-43b3-a79a-45def8badd92
c38ea04f-375e-40b2-a7a1-89b7c7d9931a,Launched,d7cc7c89-430e-43b3-a79a-45def8badd92
